제목,내용,paragraph,question,answer,id,answer_start_pos,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,"결정해야 할 무언가에 대해 자신이 무슨 말을 하는지 들어보는 과정을 거치는 것이 당신의 결정방식입니다. 이 결정방식을 지닌 당신은 가이드 종족인데요. 다른 사람이나 세상으로부터 초대를 받았을 때 생겨나는 반응 속에 당신이 알아야 하는 모든 것이 들어 있습니다. 자신에게 맞는 결정에 대한 진실은 항상 정체성을 통해 표현됩니다. 결정할 것에 대한 표현에 자신을 위한 무언가가 담겨있지 않다면, 거기에는 당신을 위한 성공은 없습니다. 초대가 온 것에 대해 자신이 하는 말을 들어보세요. 무엇이 나에게 기쁨을 주는지, 무엇이 나를 나답게 느끼게 하는지에 따라 결정하세요. 스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다. 되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",잘 결정하려면 어떻게 해야 되나요?,"스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다.",1-4-7,0.0,,,,,,,,,,,,,,,,,,,
,,"결정해야 할 무언가에 대해 자신이 무슨 말을 하는지 들어보는 과정을 거치는 것이 당신의 결정방식입니다. 이 결정방식을 지닌 당신은 가이드 종족인데요. 다른 사람이나 세상으로부터 초대를 받았을 때 생겨나는 반응 속에 당신이 알아야 하는 모든 것이 들어 있습니다. 자신에게 맞는 결정에 대한 진실은 항상 정체성을 통해 표현됩니다. 결정할 것에 대한 표현에 자신을 위한 무언가가 담겨있지 않다면, 거기에는 당신을 위한 성공은 없습니다. 초대가 온 것에 대해 자신이 하는 말을 들어보세요. 무엇이 나에게 기쁨을 주는지, 무엇이 나를 나답게 느끼게 하는지에 따라 결정하세요. 스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다. 되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",어떻게 해야 잘할 수 있나요?,"스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다.",1-4-8,0.0,,,,,,,,,,,,,,,,,,,
,,"결정해야 할 무언가에 대해 자신이 무슨 말을 하는지 들어보는 과정을 거치는 것이 당신의 결정방식입니다. 이 결정방식을 지닌 당신은 가이드 종족인데요. 다른 사람이나 세상으로부터 초대를 받았을 때 생겨나는 반응 속에 당신이 알아야 하는 모든 것이 들어 있습니다. 자신에게 맞는 결정에 대한 진실은 항상 정체성을 통해 표현됩니다. 결정할 것에 대한 표현에 자신을 위한 무언가가 담겨있지 않다면, 거기에는 당신을 위한 성공은 없습니다. 초대가 온 것에 대해 자신이 하는 말을 들어보세요. 무엇이 나에게 기쁨을 주는지, 무엇이 나를 나답게 느끼게 하는지에 따라 결정하세요. 스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다. 되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",잘하려면 어떻게 해야 되나요?,"스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다.",1-4-9,0.0,,,,,,,,,,,,,,,,,,,
,,"결정해야 할 무언가에 대해 자신이 무슨 말을 하는지 들어보는 과정을 거치는 것이 당신의 결정방식입니다. 이 결정방식을 지닌 당신은 가이드 종족인데요. 다른 사람이나 세상으로부터 초대를 받았을 때 생겨나는 반응 속에 당신이 알아야 하는 모든 것이 들어 있습니다. 자신에게 맞는 결정에 대한 진실은 항상 정체성을 통해 표현됩니다. 결정할 것에 대한 표현에 자신을 위한 무언가가 담겨있지 않다면, 거기에는 당신을 위한 성공은 없습니다. 초대가 온 것에 대해 자신이 하는 말을 들어보세요. 무엇이 나에게 기쁨을 주는지, 무엇이 나를 나답게 느끼게 하는지에 따라 결정하세요. 스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다. 되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",한 명에게만 해도 되나요?,"되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",1-4-10,149.0,,,,,,,,,,,,,,,,,,,
,,"결정해야 할 무언가에 대해 자신이 무슨 말을 하는지 들어보는 과정을 거치는 것이 당신의 결정방식입니다. 이 결정방식을 지닌 당신은 가이드 종족인데요. 다른 사람이나 세상으로부터 초대를 받았을 때 생겨나는 반응 속에 당신이 알아야 하는 모든 것이 들어 있습니다. 자신에게 맞는 결정에 대한 진실은 항상 정체성을 통해 표현됩니다. 결정할 것에 대한 표현에 자신을 위한 무언가가 담겨있지 않다면, 거기에는 당신을 위한 성공은 없습니다. 초대가 온 것에 대해 자신이 하는 말을 들어보세요. 무엇이 나에게 기쁨을 주는지, 무엇이 나를 나답게 느끼게 하는지에 따라 결정하세요. 스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다. 되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",주변 사람이 많이 없는데 괜찮나요?,"되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",1-4-11,149.0,,,,,,,,,,,,,,,,,,,
,,"결정해야 할 무언가에 대해 자신이 무슨 말을 하는지 들어보는 과정을 거치는 것이 당신의 결정방식입니다. 이 결정방식을 지닌 당신은 가이드 종족인데요. 다른 사람이나 세상으로부터 초대를 받았을 때 생겨나는 반응 속에 당신이 알아야 하는 모든 것이 들어 있습니다. 자신에게 맞는 결정에 대한 진실은 항상 정체성을 통해 표현됩니다. 결정할 것에 대한 표현에 자신을 위한 무언가가 담겨있지 않다면, 거기에는 당신을 위한 성공은 없습니다. 초대가 온 것에 대해 자신이 하는 말을 들어보세요. 무엇이 나에게 기쁨을 주는지, 무엇이 나를 나답게 느끼게 하는지에 따라 결정하세요. 스스로에게 소리내어 질문을 던져보세요. '이 결정을 하면 나는 행복할까? 이것을 통해 나를 표현할 수 있을까? 이게 나에게 맞는 방향일까?' 결정하기 전, 주변 사람들과 대화를 나누며 자신이 결정할 것에 대해 어떻게 말하고 있는지 들어보는 것은 매우 도움이 됩니다. 되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",말할 사람이 없는데 어떻게 하나요?,"되도록 여러 사람과 대화를 해보는 것이 좋습니다. 또한, 자기 자신의 말을 들어보는 것을 통해 나를 위해 옳은 방향이 무엇인지 알 수 있습니다.",1-4-12,149.0,,,,,,,,,,,,,,,,,,,
에고투사 결정방식,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.","가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",어떻게 결정해야 하나요?,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다.",1-5-0,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",어떻게 결정해야 되나요?,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다.",1-5-1,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",결정은 어떻게 해야 되나요?,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다.",1-5-2,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",결정은 어떻게 해야 하나요?,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다.",1-5-3,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",자세하게 설명해줄 수 있나요?,"특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다.",1-5-4,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",구체적으로 설명해줄 수 있나요?,"특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다.",1-5-5,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",주의할 점이 있나요?,"의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다.",1-5-6,152.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",바람직한 모습이 무엇인가요?,"의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다.",1-5-7,152.0,,,,,,,,,,,,,,,,,,,
,,"가이드 종족의 에고투사 결정방식은 '내가 원하는 게 뭘까? 나를 위한 것이 뭐가 있을까? 내가 그것을 할 수 있을까?' 하는 자신을 위한 질문을 스스로에게 던져봐야 합니다. 당신은 스스로 묻고 답하는 시간을 통해 '이건 좋은 것 같아' 하는 의지력을 느끼거나, 혹은 어떤 의지도 느끼지 못할 것입니다. 특히 가이드 종족인 당신은, 다른 사람이나 세상으로부터 자신의 능력을 인정받고, 우리와 함께하자고 초대를 기다려야 합니다. 어떤 초대가 왔을 때는, 그 초대를 받아들일지 아닌지에 대해 스스로 질문을 던져보며 자신에게 의지력이 생기는지 안생기는지 살펴보고 결정해야 합니다. 의지력이 있고/없고가 당신의 결정에 주요하게 작용합니다. 당신은 의지력을 발휘하여 약속을 만들고, 그것을 지킬 때 건강합니다. 이러한 의지력에는 한계가 있기에, 늘 일과 휴식의 균형을 잃지 말아야 합니다. 에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다. 일한 만큼 휴식하고 노는 시간을 가져야 합니다. 이 균형을 유지하는 것은 에너지적으로도, 육체적으로도 필수입니다.",에고센터와 관련 있는 장기는 무엇인가요?,"에고센터는 실제로 심장 건강과 관련이 있는데, 에고센터가 정의된 사람들은 약속을 만들고, 그 약속을 지키고자 의지를 만들어서 쓰고, 정말로 그 약속을 지켜낼 때 건강합니다. 심장에 부담을 주지 않기 위해서는, 어떤 장기적인 일을 시작할 때에는 반드시 그것이 자신에게 옳은 일인지 확인한 후에 결정해야 합니다.",1-5-8,0.0,,,,,,,,,,,,,,,,,,,
